job_id,dataset,model,reciprocal,job,job_type,split,epoch,avg_loss,avg_penalty,avg_cost,metric_name,metric
4d95d010,dbpedia50,distmult,0,train,negative_sampling,train,166,0.25822117748248496,2.7006165720815734,2.9588377495640583,mean_reciprocal_rank_filtered_with_test,
4d95d010,dbpedia50,distmult,0,train,negative_sampling,train,167,0.2555563551786359,2.6880508586177676,2.9436072137964033,mean_reciprocal_rank_filtered_with_test,
4d95d010,dbpedia50,distmult,0,train,negative_sampling,train,168,0.26522174860458103,2.6762229990302107,2.9414447476347916,mean_reciprocal_rank_filtered_with_test,
4d95d010,dbpedia50,distmult,0,train,negative_sampling,train,169,0.2594918825125214,2.6622691659007485,2.92176104841327,mean_reciprocal_rank_filtered_with_test,
4d95d010,dbpedia50,distmult,0,train,negative_sampling,train,170,0.25894566062077323,2.6483532615064638,2.907298922127237,mean_reciprocal_rank_filtered_with_test,
4d95d010,dbpedia50,distmult,0,train,negative_sampling,train,171,0.25784994730912447,2.636773319460276,2.8946232667694005,mean_reciprocal_rank_filtered_with_test,
4d95d010,dbpedia50,distmult,0,train,negative_sampling,train,172,0.25443141955808235,2.625054622611662,2.879486042169744,mean_reciprocal_rank_filtered_with_test,
4d95d010,dbpedia50,distmult,0,train,negative_sampling,train,173,0.2613589539264735,2.6128621106072676,2.874221064533741,mean_reciprocal_rank_filtered_with_test,
4d95d010,dbpedia50,distmult,0,train,negative_sampling,train,174,0.25290562268459266,2.5994514834693097,2.852357106153902,mean_reciprocal_rank_filtered_with_test,
4d95d010,dbpedia50,distmult,0,train,negative_sampling,train,175,0.2541689004399857,2.5873467183019234,2.841515618741909,mean_reciprocal_rank_filtered_with_test,
