job_id,dataset,model,reciprocal,job,job_type,split,epoch,avg_loss,avg_penalty,avg_cost,metric_name,metric
27413d27,dbpedia50,transe,0,train,negative_sampling,train,1,35.059093887929315,32.5724240838308,67.63151797176012,mean_reciprocal_rank_filtered_with_test,
27413d27,dbpedia50,transe,0,train,negative_sampling,train,2,11.835320357203381,30.655348949897007,42.49066930710039,mean_reciprocal_rank_filtered_with_test,
27413d27,dbpedia50,transe,0,train,negative_sampling,train,3,5.500608570548919,30.008481036607673,35.50908960715659,mean_reciprocal_rank_filtered_with_test,
27413d27,dbpedia50,transe,0,train,negative_sampling,train,4,3.131261601865593,29.254838432735344,32.386100034600936,mean_reciprocal_rank_filtered_with_test,
27413d27,dbpedia50,transe,0,train,negative_sampling,train,5,2.0215854691446187,28.475475566359016,30.497061035503634,mean_reciprocal_rank_filtered_with_test,
27413d27,dbpedia50,transe,0,train,negative_sampling,train,6,1.4199269258072011,27.705881405651102,29.125808331458302,mean_reciprocal_rank_filtered_with_test,
27413d27,dbpedia50,transe,0,train,negative_sampling,train,7,1.12587290443365,26.95610686010263,28.08197976453628,mean_reciprocal_rank_filtered_with_test,
27413d27,dbpedia50,transe,0,train,negative_sampling,train,8,0.9203911700910649,26.239169334215443,27.15956050430651,mean_reciprocal_rank_filtered_with_test,
27413d27,dbpedia50,transe,0,train,negative_sampling,train,9,0.7932135206108345,25.55469771820729,26.347911238818124,mean_reciprocal_rank_filtered_with_test,
27413d27,dbpedia50,transe,0,train,negative_sampling,train,10,0.6857618177225667,24.897552160179522,25.58331397790209,mean_reciprocal_rank_filtered_with_test,
27413d27,dbpedia50,transe,0,train,negative_sampling,train,11,0.6151125123688685,24.26958262873447,24.884695141103336,mean_reciprocal_rank_filtered_with_test,
27413d27,dbpedia50,transe,0,train,negative_sampling,train,12,0.5742112896766901,23.673760494847937,24.247971784524626,mean_reciprocal_rank_filtered_with_test,
27413d27,dbpedia50,transe,0,train,negative_sampling,train,13,0.5392238526590462,23.106373606235024,23.64559745889407,mean_reciprocal_rank_filtered_with_test,
27413d27,dbpedia50,transe,0,train,negative_sampling,train,14,0.5236197579005655,22.56432866803774,23.087948425938304,mean_reciprocal_rank_filtered_with_test,
27413d27,dbpedia50,transe,0,train,negative_sampling,train,15,0.5015300300620552,22.047099497257257,22.548629527319314,mean_reciprocal_rank_filtered_with_test,
27413d27,dbpedia50,transe,0,train,negative_sampling,train,16,0.47361272113388286,21.550088697648423,22.023701418782306,mean_reciprocal_rank_filtered_with_test,
27413d27,dbpedia50,transe,0,train,negative_sampling,train,17,0.45423716437579953,21.07016459705792,21.524401761433722,mean_reciprocal_rank_filtered_with_test,
